,description,genre
941,"[incandescent, group, portrait, midcentury, artists, thinkers, whose, lives, loves, collaborations, passions, forged, wartime, destruction, postwar, rebirth, parisin, fascinating, tour, celebrated, city, one, trying, significant, ultimately, triumphant, eras, agnes, poirier, unspools, stories, poets, writers, painters, philosophers, whose, lives, collided, extraordinary, effect, gives, us, human, drama, behind, celebrated, works, century, richard, wright, native, son, simone, de, beauvoir, second, sex, james, baldwin, giovanni, room, samuel, beckett, waiting, godot, saul, bellow, augie, march, along, origin, stories, legendary, movements, existentialism, theatre, absurd, new, journalism, bebop, french, follow, arthur, koestler, norman, mailer, young, men, peek, inside, picasso, studio, trail, twists, camus, sartre, beauvoir, epic, love, stories, ...]", Non fiction
942,"[relentlessly, original, brilliantly, hybrid, monster, portraits, investigates, concept, monstrous, mesmerizing, combination, words, images, uncanny, autobiography, otherness, offers, record, writer, realms, fantastic, shot, memories, pair, children, growing, operating, sign, drawings, brother, sister, black, white, extraordinary, portraits, multiplies, disintegrates, blends, inviting, reader, find, danger, banal, beautiful, grotesque, accumulating, breathless, journey, groundbreaking, study, brief, notes, sketches, claim, monster, fragmentary, vastness, sum, derangement, samatar, drawings, conjure, beings, drag, worlds, wake, world, fantasy, author, sofia, samatar, responds, allusive, critical, ecstatic, meditations, together, created, secret, history, child, guide, beasts, unknown, mythos, dreamer, iconography, monster, portraits, resonates, world, obsessed, using, captivating, nomenclature, art, fiction, essay, examine, society, ...]",Fantasy
943,"[dazzling, picture, book, biography, one, world, influential, designers, elsa, schiaparelli, elsa, dared, different, story, dazzle, inspire, artist, fashionista, everyone, reads, elsa, schiaparelli, captivated, fashion, world, paris, little, girl, rome, feel, pretty, bloom, story, fashion, designer, elsa, schiaparelli, enchanting, story, young, readers, young, girl, used, imagination, emerged, plain, young, girl, rome, elsa, schiaparelli, felt, brutta, ugly, searched, around, beauty, seeing, colors, rome, flower, market, one, day, young, elsa, tried, plant, seeds, ears, nose, hoping, blossom, like, flower, got, sick, moment, discovered, wild, influenced, friends, surrealist, art, movement, schiaparelli, created, vast, collection, unique, fashion, shaped, like, shoes, dress, adorned, lobsters, gloves, fingernails, ...]",Children
944,"[art, widely, accepted, art, serves, important, function, society, concept, falls, absurdly, large, umbrella, manifest, many, different, ways, art, self, indulgent, goofy, serious, altruistic, evil, expressive, number, things, truly, make, lasting, positive, change, art, acclaimed, graphic, novelist, eleanor, davis, happy, unpacks, concepts, ways, critical, positive, attempt, illuminate, highest, possible, potential, artwork, might, hope, achieve, work, art, unto, davis, leavens, exploration, sense, humor, thirst, challenging, preconceptions, art, worth, magritte, instantly, drawing, reader, willing, accomplice, quest]",Fantasy
945,"[twenty, three, years, ago, vivian, stanshall, died, fire, trapped, north, london, flat, drunk, slept, ineffable, unflappable, elegant, irreverently, funny, frontman, songwriter, bonzo, dog, dada, band, group, art, students, created, band, unlike, band, one, could, name, still, adored, thousands, long, short, time, sun, knocked, head, vivian, art, students, dada, making, fun, worst, excesses, rock, roll, one, day, looked, around, discover, become, parodying, written, wife, years, artist, right, bed, tale, actual, genius, admired, would, disagree, many, ways, vivian, private, words, gleaned, personal, journals, also, full, close, revealing, portraits, legends, keith, moon, john, lennon, paul, mccartney, jimi, hendrix, george, harrison, steve, winwood, stephen, ...]", Non fiction
946,"[incredible, story, world, largest, visionary, environment, rock, garden, chandigarh, kept, secret, outsider, artist, nek, chand, fifteen, partition, india, nek, chand, saini, settled, city, chandigarh, nothing, stories, brought, homeland, dismayed, stark, new, surroundings, nek, began, collecting, river, rocks, broken, glass, cracked, water, pots, found, roadside, cleared, section, jungle, seven, years, stockpiled, odds, ends, castoffs, rubbish, everyone, else, nek, treasures, began, build, labyrinth, curving, paths, mosaics, repeating, patterns, tribute, winding, village, youth, hidden, land, stories, nek, kept, kingdom, secret, fifteen, years, government, crew, stumbled, upon, sought, destroy, local, fans, agreed, awe, rock, garden, protected, author, barb, rosenstock, introduces, readers, outsider, artist, stunning, ...]",Children
947,"[deeply, felt, passionately, expressed, manifesto, kirkus, reviews, starred, people, consider, respond, resurgence, racist, xenophobic, populism, mouth, always, muzzled, tells, extraordinary, story, ways, art, brings, hope, perilous, times, weaving, disparate, topics, sugar, british, colonialism, attacks, free, speech, facebook, activism, traveling, jagged, path, across, americas, africa, india, europe, natalie, hopkinson, former, culture, writer, washington, post, root, argues, art, future, manifesto, part, history, british, caribbean, part, exploration, art, modern, world, mouth, always, muzzled, dazzling, analysis, insistent, role, art, contemporary, politics, life, crafted, prose, hopkinson, knits, narratives, culture, warriors, painter, bernadette, persaud, poet, ruel, johnson, historian, walter, rodney, novelist, john, berger, provocative, african, american, ...]", Non fiction
948,"[vividly, fashioned, debut, rachel, halliburton, draws, sordid, details, genuine, scandal, deceived, british, royal, academy, deliver, stirring, tale, elusive, goal, achieving, artistic, georgian, london, nothing, certain, anymore, future, monarchy, question, city, aflame, conspiracies, french, could, invade, day, amidst, feverish, atmosphere, american, painter, benjamin, west, visited, dubious, duo, comprised, blundering, father, vibrant, daughter, provises, claim, secret, obsessed, painters, centuries, venetian, techniques, master, painter, celebrated, painter, london, produced, anything, note, years, better, judgment, agrees, let, intriguing, ann, jemima, provis, visit, studio, demonstrate, techniques, document, unravels, reveals, west, ever, treachery, art, world, seductive, promise, greatness, rich, period, detail, meticulously, crafted, georgian, society, optickal, illusion, ...]", Non fiction
949,"[time, anniversary, trump, inauguration, women, march, provocative, unprecedented, anthology, features, original, short, stories, thirty, bestselling, alice, walker, richard, russo, walter, mosley, joyce, carol, oates, alice, hoffman, neil, gaiman, michael, cunningham, mary, higgins, clark, lee, introduction, pulitzer, author, viet, thanh, donald, trump, claimed, victory, last, november, us, literary, world, erupted, indignation, many, america, leading, writers, artists, openly, resist, current, administration, dogma, earliest, policy, moves, go, gently, good, night, occurs, america, new, stories, art, thirty, acclaimed, modern, writers, consider, fundamental, ideals, free, compassionate, artwork, today, best, known, artists, cartoonists, graphic, art, spiegelman, roz, chast, marilyn, minter, eric, cover, political, social, cultural, issues, ...]",Miscellaneous
950,"[new, york, times, bestsellerselected, emma, watson, shared, shelf, book, club, pick, heart, berries, terese, mailhot, astounding, memoir, essays, wound, need, naked, unapologetic, mountain, woman, towering, words, great, small, mailhot, accomplished, exquisite, book, brilliance, raw, refined, gay, author, hunger, heart, berries, powerful, poetic, memoir, woman, coming, age, seabird, island, indian, reservation, pacific, northwest, survived, profoundly, dysfunctional, upbringing, find, hospitalized, facing, dual, diagnosis, post, traumatic, stress, disorder, bipolar, ii, disorder, terese, marie, mailhot, given, notebook, begins, write, way, trauma, triumphant, result, heart, berries, memorial, mailhot, mother, social, worker, activist, thing, prisoners, story, reconciliation, abusive, drunk, brilliant, murdered, mysterious, circumstances, elegy, difficult, love, ...]", Non fiction
951,"[based, mackenzi, lee, popular, weekly, twitter, series, name, bygone, badass, broads, features, remarkable, forgotten, trailblazing, women, world, tales, heroism, cunning, bios, witty, storytelling, bygone, badass, broads, gives, new, life, historic, female, pioneers, starting, fifth, century, bc, continuing, present, book, takes, closer, look, bold, inspiring, women, dared, step, outside, traditional, gender, roles, time, coupled, riveting, illustrations, lee, humorous, conversational, storytelling, style, book, outright, celebration, badass, women, paved, way, rest, us]", Non fiction
952,"[fans, netflix, series, crown, author, new, york, times, bestseller, carnations, comes, captivating, biography, wallis, simpson, notorious, woman, edward, viii, gave, throne, idea, hard, live, great, romance, simpsonbefore, became, known, woman, enticed, king, throne, birthright, bessie, wallis, warfield, prudish, particular, girl, baltimore, turns, imaginative, ambitious, spoiled, wallis, first, words, recalled, family, young, age, want, nothing, stability, status, social, acceptance, fought, climb, social, ladder, take, place, london, society, irony, would, would, gain, love, devotion, king, cost, throne, wallis, love, acclaimed, biographer, andrew, morton, offers, fresh, portrait, wallis, simpson, vibrancy, brazenness, transformed, charming, chatelaine, using, diary, entries, letters, records, morton, takes, us, wallis, ...]", Non fiction
953,"[young, woman, chafing, confines, marriage, confronts, high, cost, craving, freedom, adventureat, wedding, date, approached, laura, smith, began, feel, trapped, fiance, shared, appetite, adventure, unsettling, idea, hard, married, wanted, life, different, wanted, marriage, different, found, strangely, captivating, story, another, restless, young, woman, determined, live, without, constraints, enticement, challenge, barbara, newhall, follett, trailblazer, published, first, novel, enlisted, deck, hand, boat, bound, south, china, seas, one, first, women, hike, appalachian, trail, december, much, older, laura, walked, apartment, quiet, street, brookline, leaving, behind, fraying, marriage, vanished, without, trace, obsessed, story, laura, set, find, art, vanishing, riveting, mystery, piercing, exploration, marriage, convention, asks, deep, uncomfortable, ...]", Non fiction
954,"[true, adventures, david, fairchild, food, explorer, traveled, globe, introduced, diverse, crops, like, avocados, mangoes, seedless, grapes, thousands, american, nineteenth, century, american, meals, subsistence, enjoyment, new, century, approached, appetites, broadened, david, fairchild, young, botanist, insatiable, lust, explore, experience, world, set, search, foods, would, enrich, american, farmer, enchant, american, croatia, mangoes, india, hops, bavaria, peaches, china, avocados, chile, pomegranates, malta, fairchild, finds, limited, food, egypt, sent, back, variety, cotton, revolutionized, industry, via, japan, introduced, cherry, blossom, tree, forever, brightening, america, capital, along, way, arrested, caught, diseases, bargained, island, tribes, culinary, ambition, came, formative, era, america, transformed, diverse, food, system, ever, created]", Non fiction
955,"[eat, apple, twisted, darkly, hilarious, story, american, youth, masculinity, age, continuous, war, matt, young, joined, marine, corps, age, eighteen, drunken, night, culminating, wrapping, car, around, fire, hydrant, teenage, wasteland, fled, followed, training, bases, charged, making, marine, matt, survived, training, one, two, three, deployments, iraq, testosterone, danger, stakes, fellow, grunts, dialed, dozen, decibels, young, story, drops, us, unarmed, marine, corps, culture, lays, bare, absurdism, war, vulnerability, front, lines, true, often, misguided, motivations, drove, young, man, life, war]", Non fiction
956,"[thirteen, student, sara, saedi, uncovered, terrible, family, secret, breaking, law, simply, living, united, states, two, years, old, parents, fled, iran, learn, undocumented, status, older, sister, wanted, apply, job, social, security, deportation, kept, sara, night, keep, teenager, desperately, wanted, green, card, along, clear, skin, car, follows, sara, progress, toward, getting, green, card, portion, experiences, american, teenager, discovering, parents, secretly, divorced, facilitate, mother, green, card, application, learning, tame, unibrow, sara, pivots, terrifying, prospect, might, kicked, country, time, possibility, might, one, friends, without, date, prom]", Non fiction
957,"[remarkable, story, john, marshall, chief, justice, statesman, diplomat, shaped, foundation, united, member, america, founding, generation, greater, impact, constitution, supreme, court, john, marshall, one, preserve, delicate, unity, fledgling, united, states, nation, founding, next, forty, years, marshall, center, every, political, battle, chief, justice, united, states, history, established, independence, judiciary, supremacy, federal, constitution, courts, leading, federalist, virginia, rivaled, cousin, thomas, jefferson, influence, diplomat, secretary, state, defended, american, sovereignty, france, britain, counseled, president, john, adams, supervised, construction, city, washington, astonishing, true, story, frontiersman, born, virginia, little, formal, education, invented, one, nation, preeminent, lawyers, politicians, reinvented, constitution, forge, stronger, nation, without, precedent, engrossing, account, life, ...]", Non fiction
958,"[remarkable, story, one, woman, search, new, life, africa, wake, world, war, ii, life, sparked, heroic, career, also, hid, secret, anne, spoerry, treated, hundreds, thousands, people, across, rural, kenya, span, fifty, years, member, renowned, flying, doctors, service, spoerry, learned, fly, plane, age, earned, cherished, nickname, mama, daktari, mother, doctor, people, kenya, yet, knew, drove, war, ii, europe, africa, first, comprehensive, account, life, spoerry, revered, selflessness, gives, way, past, marked, rebellion, submission, personal, decisions, earned, another, nickname, one, sinister, working, doctor, nazi, concentration, full, flight, explores, question, whether, possible, rewrite, one, troubled, past, simply, good, present, informed, spoerry, journals, trove, previously, untapped, ...]", Non fiction
959,"[age, thirteen, maria, sibylla, merian, began, study, butterfly, scientist, published, accurate, description, process, later, merian, daughter, ventured, thousands, miles, home, netherlands, rainforests, south, america, seeking, new, amazing, insects, observe, illustrate, years, death, merian, accurate, beautiful, illustrations, used, scientists, including, carl, linnaeus, classify, species, today, prints, paintings, prized, museums, around, world, dozen, species, plants, animals, named, merian, first, merian, biography, written, ages, book, enchant, budding, scientists, artists, alike, readers, inspired, merian, talent, curiosity, grit, swept, story, life, adventurous, even, today, standards, lively, text, quotations, merian, study, book, fascinating, sidebars, history, art, science, volume, ideal, steam, title, readers, ages, interests]", Non fiction
960,"[combat, missions, years, green, battle, rattle, tells, legend, soldier, served, america, every, war, since, sergeant, changiz, lahidji, served, special, forces, teams, longer, anyone, history, completing, hundred, combat, missions, afghanistan, changiz, special, forces, legend, also, happens, first, muslim, green, served, country, starting, operation, eagle, claw, entered, tehran, mission, spy, iranian, soldiers, guarding, us, embassy, us, diplomats, held, hostage, three, years, later, beirut, lebanon, suicide, car, bomb, exploded, front, us, embassy, killing, people, weeks, shot, hezbollah, terrorists, night, operation, iraqi, freedom, led, convoy, ambushed, way, fallujah, clearing, houses, mogadishu, somalia, october, us, black, hawk, helicopter, shot, feet, away, incident, inspired, black, hawk, ...]", Non fiction
961,"[catherine, hewitt, richly, told, biography, suzanne, valadon, illegitimate, daughter, provincial, linen, maid, became, famous, model, impressionists, later, painter, suzanne, valadon, considered, impressionists, beautiful, model, behind, captivating, façade, lay, born, poverty, rural, france, mother, fled, provinces, taking, montmartre, teenager, suzanne, began, posing, affairs, age, renowned, painters, renoir, caught, indulging, passion, trying, conceal, model, talented, found, vibrant, still, lifes, frank, portraits, shocking, bohemian, lifestyle, eighteen, gave, birth, illegitimate, child, future, painter, maurice, utrillo, friends, degas, could, see, skill, rebellious, opinionated, refused, confined, tradition, gender, work, accepted, salon, de, la, société, nationale, des, extraordinary, achievement, woman, formal, art, dancer, tells, remarkable, tale, ambitious, ...]", Non fiction
962,"[biography, explores, life, works, madeleine, written, granddaughters, coming, time, wrinkle, time, film, directed, ava, elegant, insightful, biography, madeleine, written, granddaughters, charlotte, jones, voiklis, lena, roy, using, archival, materials, include, photographs, poems, letters, journal, entries, madeleine, child, publication, classic, wrinkle, time, granddaughters, weave, together, unique, view, famous, writer, story, overcoming, obstacles, lonely, childhood, financial, insecurity, countless, rejections, writing, eventual, triumph, becoming, madeleine, speak, fans, icon, work, also, anyone, interested, writing]", Non fiction
963,"[dazzling, picture, book, biography, one, world, influential, designers, elsa, schiaparelli, elsa, dared, different, story, dazzle, inspire, artist, fashionista, everyone, reads, elsa, schiaparelli, captivated, fashion, world, paris, little, girl, rome, feel, pretty, bloom, story, fashion, designer, elsa, schiaparelli, enchanting, story, young, readers, young, girl, used, imagination, emerged, plain, young, girl, rome, elsa, schiaparelli, felt, brutta, ugly, searched, around, beauty, seeing, colors, rome, flower, market, one, day, young, elsa, tried, plant, seeds, ears, nose, hoping, blossom, like, flower, got, sick, moment, discovered, wild, influenced, friends, surrealist, art, movement, schiaparelli, created, vast, collection, unique, fashion, shaped, like, shoes, dress, adorned, lobsters, gloves, fingernails, ...]",Children
964,"[inspiring, story, first, female, run, boston, marathon, comes, life, stunningly, vivid, collage, bobbi, gibb, girl, allowed, run, school, track, team, school, one, stop, free, run, endless, miles, heart, content, told, yet, tries, enter, boston, marathon, officials, claim, man, race, women, capable, running, long, distance, bobbi, bravely, sets, prove, naysayers, wrong, show, world, girl]", Non fiction
965,"[twenty, three, years, ago, vivian, stanshall, died, fire, trapped, north, london, flat, drunk, slept, ineffable, unflappable, elegant, irreverently, funny, frontman, songwriter, bonzo, dog, dada, band, group, art, students, created, band, unlike, band, one, could, name, still, adored, thousands, long, short, time, sun, knocked, head, vivian, art, students, dada, making, fun, worst, excesses, rock, roll, one, day, looked, around, discover, become, parodying, written, wife, years, artist, right, bed, tale, actual, genius, admired, would, disagree, many, ways, vivian, private, words, gleaned, personal, journals, also, full, close, revealing, portraits, legends, keith, moon, john, lennon, paul, mccartney, jimi, hendrix, george, harrison, steve, winwood, stephen, ...]", Non fiction
966,"[barry, wittenstein, clearly, great, sense, humor, telling, interesting, story, made, laugh, quite, lot, certainly, laugh, began, earle, dickson, married, sweetheart, josephine, discovered, lots, small, accidents, like, tiny, cuts, preparing, dinner, sad, say, stop, bleeding, kitchen, rag, barry, father, doctor, knew, infections, barry, worked, company, made, hospital, supplies, could, say, knew, thing, two, devised, long, strip, tape, gauze, every, often, josephine, loved, needed, cut, strip, wrap, finger, invention, full, love, long, strip, became, problem, wittenstein, might, ended, story, almost, wrote, end, yet, knew, wanted, tell, new, bandage, helped, first, aid, eventually, named, long, long, strip, labor, intensive, produce, shorter, one, invented, ...]",Children
967,"[incredible, story, world, largest, visionary, environment, rock, garden, chandigarh, kept, secret, outsider, artist, nek, chand, fifteen, partition, india, nek, chand, saini, settled, city, chandigarh, nothing, stories, brought, homeland, dismayed, stark, new, surroundings, nek, began, collecting, river, rocks, broken, glass, cracked, water, pots, found, roadside, cleared, section, jungle, seven, years, stockpiled, odds, ends, castoffs, rubbish, everyone, else, nek, treasures, began, build, labyrinth, curving, paths, mosaics, repeating, patterns, tribute, winding, village, youth, hidden, land, stories, nek, kept, kingdom, secret, fifteen, years, government, crew, stumbled, upon, sought, destroy, local, fans, agreed, awe, rock, garden, protected, author, barb, rosenstock, introduces, readers, outsider, artist, stunning, ...]",Children
968,"[bill, kimberlin, may, refer, one, names, endless, list, credits, close, blockbuster, movies, reality, though, true, insider, celebrated, popular, movies, franchises, past, century, jurassic, park, star, trek, jumanji, schindler, list, saving, private, ryan, even, forrest, gump, perhaps, notably, star, wars, inside, star, wars, empire, funny, insightful, two, decades, kimberlin, spent, department, director, lucasfilm, industrial, light, magic, ilm, special, effects, studio, founded, legendary, filmmaker, george, lucas]", Non fiction
969,"[author, circle, true, story, young, man, raised, san, francisco, dreams, resurrecting, ancient, art, yemeni, coffee, finds, trapped, civil, war, riveting, tale, alkhanshali, grew, san, francisco, one, seven, siblings, brought, yemeni, immigrants, tiny, apartment, age, unable, pay, college, works, doorman, statue, arab, raising, cup, coffee, awakens, something, sets, learn, rich, history, coffee, yemen, complex, art, tasting, identifying, varietals, travels, yemen, visits, countless, farms, collecting, samples, eager, bring, improved, cultivation, methods, countryside, verge, success, civil, war, engulfs, yemen, us, embassy, closes, saudi, bombs, began, rain, country, mokhtar, trapped, yemen, desperate, escape, embarks, passage, negotiating, dueling, political, factions, twice, kidnapped, gunpoint, options, hires, ...]", Non fiction
970,"[poetic, powerful, memoir, means, black, woman, movement, demands, justice, land, single, mother, impoverished, neighborhood, los, angeles, patrisse, experienced, firsthand, prejudice, persecution, black, americans, endure, hands, law, enforcement, patrisse, vulnerable, people, country, black, people, deliberately, ruthlessly, targeted, criminal, justice, system, serving, white, privilege, agenda, black, people, subjected, unjustifiable, racial, profiling, police, brutality, trayvon, martin, killer, went, free, patrisse, outrage, led, black, lives, matter, alicia, garza, opal, terrorists, threat, america, loving, women, founded, hashtag, birthed, movement, demand, accountability, authorities, continually, turn, blind, eye, injustices, inflicted, upon, people, black, brown, skin, championing, human, rights, face, violent, racism, patrisse, survivor, transformed, personal, pain, political, ...]", Non fiction
971,"[remarkable, untold, story, thomas, jefferson, three, daughters, two, white, free, one, black, enslaved, divergent, paths, forged, newly, independent, america, thomas, jefferson, three, daughters, martha, maria, wife, martha, wayles, jefferson, harriet, slave, sally, hemings, jefferson, daughters, catherine, kerrison, scholar, early, american, women, history, recounts, remarkable, journey, three, women, struggle, define, reflects, possibilities, limitations, resulted, american, revolution, although, three, women, shared, father, similarities, end, martha, maria, received, fine, convent, school, education, lived, father, diplomatic, posting, paris, hothouse, intellectual, ferment, whose, celebrated, salonnières, vividly, brought, life, kerrison, narrative, returned, home, however, sisters, found, options, limited, laws, customs, early, america, harriet, hemings, followed, different, ...]", Non fiction
972,"[update, fake, ratings, star, ratings, without, review, looked, really, strange, majority, pics, counted, lost, count, point, pictures, friends, groups, lists, quotes, default, shelves, looks, fake, reminds, site, sells, ratings, reviews, likes, price, couple, cups, coffee, view, spoiler, gr, staff, mod, emily, threatened, remove, feedback, group, mentioned, name, site, time, friend, pointed, gr, authors, also, selling, site, hide, spoiler, marketing, buzz, high, ratings, new, book, find, mystifying, successful, author, would, stoop, perhaps, marketing, company, go, route, giving, lot, freebies, return, reviews, mostly, results, load, gushing, reviews, star, ratings, anyway, book, pretty, awful, narration, worse, opinion, may, well, star, book, everyone, else, ...]", Non fiction
973,"[spectacular, true, story, scrappy, teenager, new, york, lower, east, side, stowed, away, roaring, twenties, remarkable, feat, science, daring, expedition, time, illicit, booze, gatsby, babe, ruth, freewheeling, fun, great, war, american, optimism, higher, stock, market, better, moment, launch, expedition, antarctica, planet, final, frontier, another, encounter, unknown, magnificent, neil, armstrong, stepped, onto, wanted, adventure, rockefellers, vanderbilts, begged, taken, along, mess, boys, newspapers, across, globe, covered, planning, every, stage, night, expedition, flagship, set, billy, mischievous, new, york, city, high, schooler, desperate, escape, dreary, future, family, upholstery, hudson, river, snuck, get, away, soda, shops, new, york, lower, east, side, dance, halls, sultry, francophone, tahiti, ...]", Non fiction
974,"[new, york, times, bestselling, author, simon, baatz, first, comprehensive, account, murder, shocked, evelyn, nesbit, chorus, girl, musical, florodora, dined, alone, architect, stanford, white, townhouse, street, new, york, nesbit, sixteen, years, old, recently, moved, city, white, principal, prominent, architectural, firm, mckim, mead, white, foremost, architect, day, celebrity, responsible, designing, countless, landmark, buildings, manhattan, evening, drinking, champagne, nesbit, lost, consciousness, awoke, find, naked, bed, white, telltale, spots, blood, bed, sheets, told, white, raped, told, one, rape, several, years, later, confided, harry, thaw, millionaire, playboy, would, later, become, husband, thaw, thirsting, revenge, shot, killed, white, hundreds, theatergoers, performance, madison, square, garden, building, white, ...]", Non fiction
975,"[fiercely, courageous, account, one, woman, unflinching, raw, ultimately, hopeful, journey, sex, porn, almost, two, decades, erica, garza, consumed, singular, secret, pursuit, threw, life, chaos, orgasm, isolated, teased, adolescence, ambivalent, catholic, upbringing, garza, found, secret, solace, masturbation, porn, first, way, limited, softcore, viewing, offered, cable, later, booming, proliferation, online, wrenching, vivid, account, garza, explores, sexual, fixations, relives, series, disastrous, relationships, stands, haunt, runs, one, side, world, futile, attempt, break, free, east, los, angeles, hawaii, southeast, asia, brothels, bangkok, yoga, studios, bali, disappointing, stabs, therapy, rehab, back, terror, digging, deeply, history, understand, anxieties, palpable, exhilaration, begins, believe, might, free, yet, false, hope, ...]", Non fiction
976,"[discovered, michael, ondaatje, davies, dazzling, literary, memoir, shades, mary, karr, anne, lamott, jenny, women, born, mothers, achieve, motherhood, others, motherhood, thrust, upon, dawn, davies, third, category, divorcee, chatty, care, less, anyone, potty, training, progress, care, share, children, milestones, people, love, even, never, fit, moms, raised, three, children, particular, brand, fierce, unflagging, love, stories, cut, quick, see, davies, grow, young, girl, moves, new, town, every, couple, years, misfit, teenager, finds, solace, local, music, scene, adrift, summons, inner, strength, holds, hand, dying, stranger, woman, dealing, difficult, pregnancies, depression, powerful, titular, story, see, davies, struggling, weight, knowing, son, deeply, sparta, davies, life, rather, ...]", Non fiction
977,"[chronicling, adventurous, life, legendary, cia, operative, edward, lansdale, road, taken, definitively, reframes, understanding, vietnam, epic, biography, edward, lansdale, man, said, fictional, model, graham, greene, quiet, american, historian, max, boot, demonstrates, lansdale, pioneered, hearts, mind, diplomacy, first, philippines, vietnam, visionary, policy, boot, reveals, ultimately, crushed, america, giant, military, bureaucracy, steered, elitist, generals, blueblood, diplomats, favored, troop, napalm, bombs, winning, trust, people, dozens, interviews, access, love, recasts, cautionary, american, story, tracing, bold, rise, crashing, fall, roguish, lawrence, asia, battle, dien, bien, phu, humiliating, american, evacuation, bringing, tragic, complexity, ugly, american, engrossing, biography, karl, marlantes, rescues, lansdale, historical, ignominy, suggests, vietnam, could, different, ...]", Non fiction
978,"[bill, minutaglio, steven, davis, authors, pen, center, usa, dallas, comes, madcap, narrative, timothy, leary, daring, prison, escape, run, law, moonlit, evening, september, professor, genius, studies, high, fence, topped, barbed, wire, months, earlier, timothy, leary, high, priest, lsd, running, gleeful, campaign, california, governor, ronald, reagan, leary, six, months, prison, sentence, crime, possessing, two, marijuana, radical, weather, underground, leary, escape, prison, counterculture, union, dope, dynamite, aimed, sparking, revolution, overthrowing, government, inside, oval, office, president, richard, nixon, drinks, way, sleepless, nights, expands, war, vietnam, plots, unleash, united, states, government, list, domestic, enemies, antiwar, demonstrators, massing, tens, thousands, homemade, bombs, exploding, everywhere, black, panther, ...]", Non fiction
979,"[telling, stories, six, pioneering, african, american, entrepreneurs, black, fortunes, makes, worthy, contribution, black, history, business, history, american, lee, shetterly, author, new, york, times, bestseller, hidden, figuresthe, astonishing, untold, history, america, first, black, slaves, endured, incredible, challenges, amass, maintain, wealth, century, jacksonian, period, roaring, entrepreneurs, whose, unknown, success, mirrored, american, business, heroes, henry, ford, john, rockefeller, thomas, oprah, winfrey, beyoncé, michael, jordan, smith, among, estimated, black, millionaires, nation, today, famous, celebrities, first, blacks, reach, storied, one, percent, years, last, generation, blacks, born, slavery, reaching, maturity, small, group, smart, tenacious, daring, men, women, broke, new, ground, attain, highest, levels, financial, fortunes, intriguing, ...]", Non fiction
980,"[dramatic, rethinking, encounter, montezuma, hernando, cortés, completely, overturns, know, spanish, conquest, americason, november, spanish, conquistador, hernando, cortés, first, met, montezuma, aztec, emperor, entrance, capital, city, tenochtitlan, prelude, spanish, seizure, mexico, city, european, colonization, mainland, long, symbol, cortés, bold, brilliant, military, genius, montezuma, hand, remembered, coward, gave, away, vast, empire, touched, wave, colonial, invasions, across, really, happened, departure, traditional, tellings, montezuma, met, cortés, uses, meeting, restall, dubs, first, entry, point, comprehensive, reevaluation, cortés, montezuma, drawing, rare, primary, sources, overlooked, accounts, conquistadors, aztecs, alike, restall, explores, cortés, montezuma, posthumous, reputations, achievements, failures, worlds, step, step, dramatic, inversion, old, story, restall, takes, us, ...]", Non fiction
981,"[legendary, icon, tells, tale, art, passion, commitment, addiction, intense, hypnotic, man, career, spanning, five, decades, nick, nolte, endured, rites, hollywood, celebrity, rising, obscurity, leading, roles, oscar, nominations, celebrated, vilified, media, survived, marriages, divorces, string, romances, named, sexiest, man, alive, people, magazine, suffered, public, humiliation, drug, alcohol, issues, including, trip, long, road, nothingness, ended, ups, downs, nolte, remained, true, craft, loves, portraying, diverse, range, characters, trademark, physicality, indelible, gravelly, voice, already, performance, miniseries, rich, man, poor, man, launched, stardom, nolte, never, learned, play, hollywood, rules, rebel, defies, expectations, obsessive, method, actor, go, extremes, role, lived, among, homeless, prepare, beverly, hills, nolte, ...]", Non fiction
982,"[spirit, places, field, guide, getting, lost, transcendent, memoir, travelling, wildly, bounds, fabled, silk, road, carried, state, excitement, felt, years, modern, classic, iyeras, teenager, kate, harris, realized, career, generalist, explorer, equal, parts, swashbuckler, gone, extinct, home, ontario, seemed, marco, polo, magellan, like, long, ago, mapped, whole, earth, vowed, become, scientist, go, pass, time, could, launch, outer, space, kate, set, bicycle, short, section, fabled, silk, road, childhood, friend, mel, yule, settled, study, oxford, mit, eventually, truth, dawned, explorer, day, age, definition, kind, person, refuses, live, lines, harris, soared, fully, bounds, right, earth, travelling, bygone, trading, route, bicycle, quit, laboratory, hit, silk, road, ...]", Non fiction
983,"[amy, hill, hearth, uncovers, story, figure, history, biography, young, african, american, woman, named, elizabeth, jennings, major, victory, new, york, city, streetcar, company, first, step, process, desegregating, public, transportation, hundred, years, rosa, parks, refused, give, seat, bus, montgomery, alabama, elizabeth, jennings, refusal, leave, segregated, streetcar, five, points, neighborhood, manhattan, set, motion, major, court, case, new, york, way, church, one, day, july, elizabeth, jennings, refused, seat, streetcar, took, seat, anyway, bodily, removed, conductor, nearby, police, officer, returned, home, bruised, injured, support, family, african, american, abolitionist, community, new, york, frederick, douglass, elizabeth, jennings, took, case, court, represented, young, lawyer, named, chester, arthur, future, ...]", Non fiction
